Date,Expense Category,Amount
20/07/2020,Meals & Entertainment,1148.05
06/01/2019,Rent,1356.40
19/10/2022,Meals & Entertainment,116.77
16/11/2019,Vehicle Lease,1119.97
31/07/2019,Meals & Entertainment,490.07
02/04/2021,Office Supplies,1241.48
16/05/2021,Meals & Entertainment,259.80
31/03/2020,Rent,723.61
29/12/2019,Salaries & Benefits,458.22
22/11/2019,Office Supplies,1110.02
05/06/2022,Meals & Entertainment,1499.25
24/11/2021,Salaries & Benefits,1149.54
14/02/2021,Salaries & Benefits,1108.46
26/03/2021,Meals & Entertainment,430.38
22/03/2022,Utilities,196.90
07/11/2019,Salaries & Benefits,868.19
14/11/2019,Office Supplies,1165.01
07/12/2019,Vehicle Lease,1170.09
10/04/2021,Rent,538.60
07/01/2019,Fuel,793.22
22/03/2021,Rent,944.75
29/06/2020,Rent,1062.09
05/07/2022,Vehicle Lease,409.91
19/08/2020,Office Supplies,606.96
10/08/2020,Vehicle Lease,1265.63
29/08/2021,Vehicle Lease,162.25
15/05/2022,Office Supplies,744.77
23/08/2019,Rent,1027.18
07/04/2022,Utilities,296.03
04/12/2020,Office Supplies,1333.77
13/04/2019,Utilities,1148.76
03/08/2020,Salaries & Benefits,490.09
23/06/2021,Meals & Entertainment,745.91
24/04/2019,Salaries & Benefits,774.73
13/11/2022,Office Supplies,94.68
19/09/2022,Utilities,716.06
02/02/2022,Fuel,933.27
08/03/2019,Fuel,518.96
26/02/2022,Vehicle Lease,1249.28
28/05/2021,Meals & Entertainment,154.74
07/02/2021,Fuel,391.13
10/02/2022,Salaries & Benefits,301.88
25/01/2022,Salaries & Benefits,222.44
08/05/2021,Vehicle Lease,1117.76
26/03/2019,Fuel,434.08
11/05/2022,Rent,383.48
22/10/2022,Meals & Entertainment,381.33
26/03/2019,Fuel,492.36
08/01/2022,Office Supplies,537.01
07/09/2020,Office Supplies,914.90
12/12/2021,Fuel,1099.91
04/09/2020,Salaries & Benefits,222.85
06/08/2022,Utilities,1228.52
11/08/2019,Meals & Entertainment,163.79
13/09/2019,Salaries & Benefits,414.68
11/03/2021,Office Supplies,377.01
21/04/2022,Vehicle Lease,115.95
17/12/2021,Meals & Entertainment,435.48
19/09/2021,Utilities,726.16
17/01/2019,Meals & Entertainment,312.21
09/04/2019,Office Supplies,473.26
11/05/2021,Meals & Entertainment,753.62
19/08/2019,Fuel,346.48
14/02/2022,Salaries & Benefits,592.53
15/12/2022,Utilities,1127.64
31/12/2020,Rent,232.96
17/06/2019,Utilities,535.87
01/12/2020,Rent,234.12
17/01/2020,Office Supplies,1066.90
15/08/2019,Salaries & Benefits,774.29
25/11/2019,Salaries & Benefits,608.30
12/11/2020,Utilities,1022.21
08/07/2021,Rent,1014.20
10/06/2021,Rent,881.42
23/06/2021,Fuel,1015.87
05/05/2021,Meals & Entertainment,220.95
16/07/2022,Fuel,1380.31
01/07/2021,Vehicle Lease,900.79
05/08/2019,Rent,713.47
20/09/2022,Office Supplies,389.77
22/08/2022,Vehicle Lease,993.43
04/01/2019,Fuel,409.00
07/10/2019,Rent,1073.88
17/04/2021,Salaries & Benefits,125.90
24/12/2022,Meals & Entertainment,1377.39
04/07/2019,Rent,419.63
01/08/2020,Rent,424.52
21/10/2022,Fuel,613.74
08/09/2019,Fuel,243.91
10/11/2019,Salaries & Benefits,251.65
29/03/2020,Meals & Entertainment,1464.25
07/12/2022,Salaries & Benefits,429.33
09/10/2020,Meals & Entertainment,1382.43
21/02/2022,Salaries & Benefits,1247.94
16/01/2022,Office Supplies,1479.98
30/12/2022,Utilities,1352.42
15/02/2020,Meals & Entertainment,1470.66
03/03/2019,Utilities,1488.90
07/08/2019,Utilities,523.78
10/02/2019,Office Supplies,824.45
06/12/2019,Utilities,278.29
23/10/2019,Salaries & Benefits,657.12
09/02/2022,Rent,1128.11
27/03/2022,Utilities,606.88
28/05/2021,Meals & Entertainment,985.57
07/03/2019,Meals & Entertainment,229.38
27/11/2022,Office Supplies,573.17
14/10/2022,Rent,833.64
11/05/2019,Salaries & Benefits,938.65
31/08/2020,Fuel,210.99
05/12/2022,Office Supplies,212.76
21/12/2019,Salaries & Benefits,1326.93
16/03/2020,Meals & Entertainment,1410.82
09/02/2022,Utilities,177.71
13/12/2022,Vehicle Lease,919.54
27/06/2022,Vehicle Lease,732.79
11/11/2019,Salaries & Benefits,466.73
23/11/2019,Rent,527.11
14/07/2021,Salaries & Benefits,901.88
18/12/2019,Office Supplies,1322.47
02/07/2019,Salaries & Benefits,144.40
01/11/2021,Utilities,226.54
10/07/2021,Meals & Entertainment,624.81
20/07/2019,Utilities,1260.91
27/04/2020,Office Supplies,1266.65
23/06/2022,Fuel,1411.47
17/06/2021,Salaries & Benefits,1179.27
08/12/2020,Salaries & Benefits,162.28
20/04/2022,Meals & Entertainment,266.17
20/06/2020,Utilities,1431.02
20/02/2019,Rent,954.01
07/12/2021,Salaries & Benefits,120.02
20/11/2022,Rent,1506.34
29/12/2020,Meals & Entertainment,1048.03
10/07/2021,Rent,545.23
01/12/2019,Fuel,1120.47
11/10/2020,Utilities,727.35
09/09/2022,Meals & Entertainment,655.89
13/01/2021,Utilities,1272.35
26/11/2022,Office Supplies,326.57
13/04/2020,Salaries & Benefits,172.11
18/08/2021,Office Supplies,1136.91
09/03/2019,Vehicle Lease,1441.60
12/12/2020,Utilities,1199.42
07/03/2019,Fuel,1508.27
19/08/2022,Vehicle Lease,1253.85
06/11/2022,Utilities,397.84
26/06/2020,Utilities,1096.32
06/11/2022,Fuel,1237.33
09/06/2021,Rent,1218.26
10/08/2020,Rent,985.57
28/11/2020,Utilities,240.51
18/11/2020,Vehicle Lease,1217.04
15/02/2022,Vehicle Lease,313.02
09/09/2020,Vehicle Lease,1257.93
04/11/2019,Salaries & Benefits,644.62
17/07/2021,Meals & Entertainment,95.46
18/03/2019,Fuel,1021.24
20/03/2020,Rent,515.37
12/02/2021,Fuel,600.87
15/04/2020,Utilities,601.04
18/09/2021,Rent,878.88
16/02/2020,Office Supplies,412.10
22/07/2020,Salaries & Benefits,247.73
16/03/2019,Fuel,539.17
25/07/2019,Rent,461.03
28/08/2020,Meals & Entertainment,712.90
05/08/2021,Fuel,1309.26
23/06/2021,Utilities,549.37
21/07/2022,Fuel,1495.50
29/01/2019,Rent,127.38
16/08/2022,Fuel,462.75
27/05/2019,Fuel,1299.83
29/05/2020,Utilities,875.57
08/05/2020,Rent,554.37
08/10/2022,Office Supplies,1430.81
16/09/2019,Fuel,335.15
06/08/2019,Office Supplies,193.50
14/09/2019,Vehicle Lease,1322.65
14/05/2022,Meals & Entertainment,86.31
28/06/2022,Vehicle Lease,1460.90
11/02/2019,Rent,296.00
23/11/2021,Vehicle Lease,390.59
05/12/2022,Office Supplies,615.23
23/12/2022,Utilities,442.53
14/09/2020,Vehicle Lease,459.77
28/02/2021,Office Supplies,177.92
21/12/2019,Office Supplies,960.86
20/03/2022,Fuel,1200.88
31/07/2019,Fuel,699.06
13/02/2019,Utilities,372.73
02/12/2019,Utilities,1153.92
14/02/2019,Meals & Entertainment,543.74
11/04/2021,Vehicle Lease,810.39
11/01/2019,Meals & Entertainment,915.91
01/01/2020,Office Supplies,111.51
08/02/2021,Vehicle Lease,1411.06
16/08/2020,Rent,967.20
30/08/2022,Fuel,266.45
13/09/2020,Salaries & Benefits,230.46
06/12/2021,Office Supplies,1456.76
01/09/2021,Rent,211.99
03/03/2020,Utilities,637.51
18/07/2021,Utilities,186.91
30/11/2022,Fuel,905.61
10/11/2020,Vehicle Lease,84.28
17/02/2022,Meals & Entertainment,106.41
30/10/2020,Meals & Entertainment,1245.82
11/05/2021,Utilities,1244.05
27/02/2021,Rent,351.32
14/09/2020,Rent,1342.25
20/08/2022,Fuel,381.49
31/10/2019,Meals & Entertainment,1238.08
02/02/2019,Meals & Entertainment,294.46
05/12/2022,Utilities,1433.93
22/06/2020,Salaries & Benefits,961.96
12/09/2022,Fuel,1464.95
17/12/2021,Office Supplies,362.52
26/07/2020,Office Supplies,1072.33
21/03/2022,Utilities,1147.37
16/11/2022,Salaries & Benefits,465.83
20/03/2021,Office Supplies,193.36
12/12/2020,Office Supplies,760.51
16/11/2019,Fuel,296.00
08/04/2020,Rent,276.75
18/10/2020,Vehicle Lease,479.58
02/09/2022,Fuel,836.25
18/02/2021,Vehicle Lease,1066.81
19/02/2022,Salaries & Benefits,208.06
30/09/2019,Fuel,383.03
22/03/2021,Office Supplies,1500.29
01/04/2020,Fuel,693.91
22/11/2022,Office Supplies,818.94
06/08/2022,Rent,688.92
28/04/2022,Utilities,266.62
07/03/2019,Meals & Entertainment,1025.46
07/08/2021,Fuel,638.00
03/11/2021,Utilities,1440.74
13/09/2020,Utilities,262.69
09/04/2021,Salaries & Benefits,112.11
25/09/2019,Meals & Entertainment,276.35
07/04/2019,Utilities,902.72
24/12/2019,Rent,1253.86
01/04/2019,Vehicle Lease,561.98
17/06/2020,Rent,448.96
23/03/2022,Fuel,592.69
02/09/2019,Vehicle Lease,258.13
02/11/2022,Meals & Entertainment,566.93
26/05/2019,Office Supplies,399.08
16/08/2022,Vehicle Lease,310.05
31/12/2019,Rent,546.36
25/11/2019,Vehicle Lease,994.45
29/08/2020,Salaries & Benefits,418.87
22/06/2022,Office Supplies,362.96
04/04/2022,Fuel,1029.21
07/06/2019,Utilities,457.18
23/06/2022,Vehicle Lease,260.16
23/02/2020,Fuel,995.46
06/12/2019,Salaries & Benefits,842.24
17/02/2021,Fuel,233.09
07/09/2020,Office Supplies,387.76
01/08/2022,Salaries & Benefits,231.60
10/05/2020,Fuel,307.10
29/08/2021,Salaries & Benefits,1169.01
18/09/2019,Office Supplies,1286.56
22/12/2021,Fuel,694.75
26/07/2021,Meals & Entertainment,365.33
05/03/2022,Rent,810.58
30/04/2019,Vehicle Lease,1048.39
09/02/2020,Salaries & Benefits,1425.60
27/12/2021,Fuel,1512.22
13/02/2021,Vehicle Lease,1061.29
18/08/2020,Vehicle Lease,83.92
29/05/2019,Rent,774.13
13/09/2019,Vehicle Lease,476.66
21/02/2020,Utilities,590.60
12/02/2021,Utilities,438.18
17/10/2019,Fuel,580.77
29/06/2019,Utilities,728.93
31/08/2020,Office Supplies,245.81
16/02/2022,Meals & Entertainment,579.80
15/10/2021,Fuel,1315.24
27/09/2020,Fuel,788.66
22/11/2020,Meals & Entertainment,962.93
29/05/2022,Salaries & Benefits,1205.16
22/11/2021,Salaries & Benefits,970.17
24/01/2022,Fuel,1145.88
10/06/2022,Office Supplies,316.72
31/07/2020,Vehicle Lease,1433.69
02/03/2022,Utilities,243.48
29/08/2022,Vehicle Lease,944.85
15/12/2020,Salaries & Benefits,1478.46
17/05/2019,Rent,712.79
13/04/2019,Office Supplies,1274.18
15/10/2021,Meals & Entertainment,188.94
18/02/2022,Office Supplies,93.95
11/05/2020,Vehicle Lease,877.07
14/03/2021,Office Supplies,308.83
03/06/2022,Vehicle Lease,981.71
24/02/2019,Salaries & Benefits,1310.61
11/10/2021,Fuel,452.76
30/11/2019,Salaries & Benefits,1125.45
22/09/2022,Office Supplies,388.72
28/06/2020,Rent,658.24
19/10/2019,Fuel,425.21
04/01/2022,Utilities,649.30
17/12/2022,Utilities,87.07
18/03/2019,Salaries & Benefits,226.49
13/12/2021,Vehicle Lease,1340.83
04/02/2019,Rent,125.74
22/02/2019,Fuel,1017.27
03/12/2020,Salaries & Benefits,466.08
24/12/2021,Vehicle Lease,1132.55
18/01/2021,Meals & Entertainment,441.35
18/01/2019,Meals & Entertainment,852.44
06/05/2020,Utilities,1095.09
22/09/2019,Office Supplies,513.82
29/03/2021,Utilities,108.22
25/11/2021,Salaries & Benefits,367.88
06/10/2020,Office Supplies,303.72
01/05/2019,Salaries & Benefits,1450.80
02/06/2020,Meals & Entertainment,1280.18
27/03/2020,Fuel,1200.74
23/02/2022,Salaries & Benefits,976.90
27/07/2022,Utilities,391.21
12/02/2020,Vehicle Lease,143.03
26/06/2021,Fuel,1469.34
05/08/2020,Vehicle Lease,1248.35
19/12/2020,Vehicle Lease,889.86
28/02/2022,Salaries & Benefits,755.16
02/09/2020,Fuel,945.39
26/10/2019,Rent,1377.09
18/02/2022,Office Supplies,1503.08
15/07/2020,Meals & Entertainment,998.96
07/11/2022,Fuel,940.03
08/08/2022,Utilities,1472.57
19/01/2019,Meals & Entertainment,206.50
08/04/2020,Office Supplies,342.05
18/06/2022,Utilities,1506.50
18/08/2020,Meals & Entertainment,701.40
06/12/2020,Rent,884.87
24/06/2021,Salaries & Benefits,1030.07
12/07/2019,Fuel,509.70
07/09/2021,Salaries & Benefits,883.46
25/08/2021,Vehicle Lease,137.72
13/08/2020,Fuel,1000.72
01/11/2020,Vehicle Lease,1059.26
23/07/2020,Salaries & Benefits,548.65
07/12/2022,Salaries & Benefits,1336.53
24/07/2019,Salaries & Benefits,472.34
21/10/2019,Rent,811.97
27/08/2020,Salaries & Benefits,459.31
12/08/2019,Rent,1403.69
07/10/2021,Fuel,308.36
10/07/2021,Salaries & Benefits,220.61
08/12/2019,Utilities,668.22
02/04/2019,Utilities,1151.20
19/07/2020,Salaries & Benefits,925.54
22/02/2022,Office Supplies,306.48
16/03/2019,Salaries & Benefits,1182.22
01/12/2019,Utilities,719.46
20/09/2022,Fuel,624.58
26/09/2022,Rent,987.85
27/08/2022,Office Supplies,289.23
11/10/2020,Office Supplies,1384.60
10/10/2020,Utilities,1101.55
08/02/2020,Vehicle Lease,114.18
04/08/2022,Meals & Entertainment,1338.25
12/12/2020,Utilities,1276.90
11/01/2022,Vehicle Lease,177.09
22/06/2021,Salaries & Benefits,1468.46
08/04/2022,Rent,835.28
16/07/2019,Rent,523.64
19/01/2020,Meals & Entertainment,1274.10
15/03/2022,Vehicle Lease,307.05
11/06/2019,Utilities,1490.19
17/06/2019,Vehicle Lease,412.59
26/02/2019,Fuel,713.20
25/05/2022,Vehicle Lease,1122.62
20/06/2022,Vehicle Lease,1190.29
02/02/2019,Office Supplies,910.78
24/06/2021,Rent,485.76
11/01/2022,Vehicle Lease,1433.24
17/11/2021,Fuel,1454.13
18/12/2020,Utilities,158.13
12/11/2019,Vehicle Lease,1081.36
20/11/2019,Salaries & Benefits,248.80
22/04/2021,Meals & Entertainment,1272.94
25/11/2021,Salaries & Benefits,208.91
28/02/2021,Rent,1301.37
12/11/2020,Salaries & Benefits,878.87
24/02/2021,Meals & Entertainment,808.26
31/01/2019,Salaries & Benefits,726.35
27/06/2019,Utilities,661.00
28/03/2022,Utilities,1405.68
15/10/2021,Office Supplies,120.75
27/08/2020,Rent,1463.66
11/07/2022,Meals & Entertainment,346.32
24/03/2020,Fuel,1165.88
13/05/2022,Salaries & Benefits,1263.41
12/05/2019,Vehicle Lease,1301.15
19/10/2019,Vehicle Lease,123.87
10/11/2022,Meals & Entertainment,1483.23
31/01/2019,Vehicle Lease,633.53
11/11/2022,Fuel,1308.14
14/10/2019,Meals & Entertainment,1391.88
05/08/2022,Vehicle Lease,374.55
28/03/2019,Fuel,745.91
06/02/2019,Vehicle Lease,363.34
08/10/2022,Utilities,327.02
06/06/2020,Utilities,148.96
07/08/2019,Meals & Entertainment,806.21
12/06/2019,Salaries & Benefits,595.15
22/04/2019,Fuel,210.81
07/03/2021,Salaries & Benefits,90.12
05/03/2021,Salaries & Benefits,1216.91
02/05/2022,Vehicle Lease,777.67
01/03/2021,Rent,460.79
04/06/2020,Vehicle Lease,91.88
04/11/2020,Fuel,590.64
17/02/2021,Fuel,702.52
02/08/2019,Vehicle Lease,1357.10
27/07/2021,Vehicle Lease,139.98
13/12/2022,Office Supplies,1293.62
29/11/2019,Utilities,631.18
25/02/2022,Vehicle Lease,566.07
16/07/2020,Utilities,1162.23
13/07/2021,Salaries & Benefits,918.38
12/06/2019,Fuel,1394.93
21/11/2022,Fuel,1148.19
06/10/2020,Fuel,110.57
15/05/2021,Rent,796.18
12/10/2021,Vehicle Lease,663.28
17/05/2019,Fuel,115.36
08/04/2021,Utilities,815.56
05/09/2019,Meals & Entertainment,1008.68
02/02/2020,Fuel,525.68
07/11/2020,Fuel,1011.38
22/06/2021,Utilities,969.98
20/03/2021,Meals & Entertainment,248.62
12/08/2021,Utilities,267.03
15/11/2021,Salaries & Benefits,1230.62
10/05/2019,Office Supplies,1160.05
13/06/2021,Fuel,489.50
19/10/2021,Salaries & Benefits,873.67
19/10/2019,Fuel,1197.38
13/09/2019,Rent,916.51
26/07/2019,Vehicle Lease,749.42
29/12/2020,Salaries & Benefits,389.60
04/01/2019,Salaries & Benefits,236.87
08/04/2019,Fuel,237.88
29/06/2021,Fuel,709.17
28/03/2019,Rent,1093.66
16/05/2022,Salaries & Benefits,1333.69
09/09/2019,Rent,537.38
20/11/2021,Meals & Entertainment,576.54
16/10/2021,Rent,357.37
26/03/2019,Office Supplies,419.54
02/11/2019,Vehicle Lease,987.96
21/10/2019,Meals & Entertainment,376.42
05/11/2021,Office Supplies,978.64
30/11/2020,Salaries & Benefits,307.31
14/07/2019,Fuel,1309.70
20/03/2022,Utilities,948.15
29/07/2020,Vehicle Lease,607.35
05/08/2021,Salaries & Benefits,415.18
01/05/2021,Fuel,1435.63
04/04/2019,Office Supplies,293.77
22/06/2019,Office Supplies,1037.26
30/08/2020,Meals & Entertainment,706.79
25/12/2022,Utilities,1452.87
05/08/2019,Vehicle Lease,144.41
26/02/2020,Salaries & Benefits,1304.21
28/10/2019,Rent,868.67
29/06/2019,Office Supplies,466.81
13/09/2019,Utilities,96.38
04/10/2022,Office Supplies,628.60
29/07/2020,Utilities,728.05
05/12/2022,Fuel,326.96
21/10/2022,Office Supplies,686.27
26/05/2022,Office Supplies,767.00
02/05/2020,Meals & Entertainment,1183.75
03/01/2021,Vehicle Lease,682.64
09/06/2020,Salaries & Benefits,210.01
01/04/2021,Utilities,1258.86
24/09/2021,Rent,1149.73
21/10/2022,Salaries & Benefits,453.03
15/09/2021,Fuel,1443.56
08/11/2020,Meals & Entertainment,413.20
14/05/2020,Vehicle Lease,872.58
04/04/2019,Salaries & Benefits,915.94
08/03/2022,Office Supplies,455.07
30/05/2022,Rent,398.31
24/07/2020,Fuel,596.54
09/04/2021,Salaries & Benefits,1109.97
21/06/2020,Utilities,1316.63
21/12/2021,Vehicle Lease,1035.98
19/08/2020,Meals & Entertainment,762.90
20/02/2019,Meals & Entertainment,1042.87
05/08/2019,Fuel,841.06
10/08/2021,Office Supplies,835.82
07/11/2022,Rent,1148.59
21/11/2020,Vehicle Lease,434.22
31/03/2021,Fuel,747.17
11/03/2020,Office Supplies,110.39
24/08/2020,Office Supplies,1509.35
18/11/2020,Meals & Entertainment,727.48
20/08/2022,Rent,861.51
15/07/2019,Salaries & Benefits,512.85
26/06/2019,Rent,257.58
24/01/2020,Salaries & Benefits,321.27
01/02/2022,Salaries & Benefits,1154.29
25/12/2020,Salaries & Benefits,1437.67
20/08/2022,Fuel,458.82
22/10/2021,Office Supplies,461.77
25/03/2022,Salaries & Benefits,1183.45
10/03/2019,Salaries & Benefits,846.55
10/08/2019,Utilities,147.12
23/02/2020,Salaries & Benefits,1369.82
28/03/2021,Vehicle Lease,926.15
12/11/2021,Salaries & Benefits,671.89
22/10/2019,Vehicle Lease,805.40
13/08/2020,Fuel,1073.35
02/07/2020,Office Supplies,1278.18
23/08/2020,Office Supplies,1280.79
23/12/2021,Fuel,1003.64
21/11/2022,Utilities,117.11
20/12/2019,Meals & Entertainment,283.68
23/08/2022,Vehicle Lease,1059.52
06/03/2020,Vehicle Lease,401.90
13/10/2019,Rent,1189.48
26/12/2020,Utilities,135.39
09/10/2019,Rent,773.97
19/09/2019,Fuel,1030.99
12/11/2022,Rent,1256.75
07/09/2022,Fuel,454.00
10/10/2022,Rent,1156.12
26/03/2022,Meals & Entertainment,1145.38
16/11/2021,Office Supplies,1281.25
18/05/2019,Salaries & Benefits,1191.15
03/01/2022,Vehicle Lease,771.24
26/11/2022,Vehicle Lease,367.59
29/02/2020,Rent,77.71
06/04/2021,Rent,216.34
19/04/2022,Office Supplies,1238.91
28/03/2021,Fuel,100.94
10/07/2019,Utilities,1496.13
30/10/2022,Fuel,1451.97
06/08/2019,Salaries & Benefits,677.25
17/07/2021,Rent,436.62
25/11/2019,Fuel,597.81
22/04/2020,Vehicle Lease,564.50
18/10/2022,Rent,491.76
28/08/2022,Rent,463.18
15/03/2019,Utilities,511.06
05/05/2019,Rent,1155.83
24/01/2020,Rent,1492.60
13/08/2021,Meals & Entertainment,1092.67
12/11/2019,Office Supplies,917.08
08/02/2019,Utilities,390.33
20/10/2022,Office Supplies,517.77
24/07/2020,Rent,508.49
19/02/2022,Fuel,605.17
09/10/2020,Fuel,1110.42
12/01/2022,Office Supplies,492.82
27/08/2021,Office Supplies,743.63
02/02/2022,Fuel,1329.21
24/06/2021,Office Supplies,535.15
08/04/2022,Fuel,462.70
29/03/2022,Meals & Entertainment,1193.71
12/07/2019,Utilities,1166.63
16/10/2019,Rent,1281.62
04/01/2020,Utilities,982.04
16/12/2022,Fuel,1038.66
31/07/2021,Meals & Entertainment,681.46
18/05/2021,Utilities,873.24
05/08/2021,Meals & Entertainment,593.50
14/12/2019,Utilities,1238.69
20/11/2020,Salaries & Benefits,98.61
18/09/2022,Utilities,1002.23
31/07/2020,Office Supplies,661.90
09/05/2021,Office Supplies,564.98
15/11/2022,Meals & Entertainment,1501.96
30/12/2021,Vehicle Lease,1193.28
24/10/2022,Meals & Entertainment,586.46
31/08/2022,Vehicle Lease,900.43
26/06/2021,Meals & Entertainment,1159.14
10/12/2021,Office Supplies,451.04
28/08/2021,Fuel,124.52
18/06/2021,Meals & Entertainment,945.05
21/06/2022,Salaries & Benefits,563.84
21/06/2019,Office Supplies,671.09
08/06/2022,Meals & Entertainment,1199.85
27/01/2020,Office Supplies,314.37
19/09/2022,Utilities,1128.43
07/02/2021,Meals & Entertainment,859.10
27/07/2022,Vehicle Lease,1361.14
28/03/2021,Fuel,1118.56
01/11/2019,Fuel,521.80
01/07/2021,Utilities,813.63
30/07/2022,Meals & Entertainment,776.73
25/12/2022,Meals & Entertainment,361.87
12/02/2020,Utilities,1090.86
17/03/2020,Office Supplies,1225.59
08/04/2020,Fuel,1186.34
24/08/2020,Office Supplies,1183.50
28/04/2022,Vehicle Lease,903.68
31/12/2021,Meals & Entertainment,299.13
28/07/2021,Rent,526.83
04/02/2021,Meals & Entertainment,290.64
18/11/2021,Meals & Entertainment,315.31
16/05/2021,Meals & Entertainment,110.16
23/05/2020,Meals & Entertainment,475.72
27/11/2020,Office Supplies,1009.49
05/05/2019,Salaries & Benefits,898.41
